fecha_contacto,cliente,forma_pago,ubicacion,m2_referencia,tipologia,sistema_constructivo,tipo_entrega,revestimiento,estado_lead,distancia_km,precio_cotizado
2025-01-21,Pedro Garcia,FINANCIACION PROPIA,ALTA GRACIA,47.1,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,44.0,15238000.0
2024-12-15,Juan Sanchez,PLAN 36-60,LA PLATA,87.0,AMERICANA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,741.0,39925000.0
2024-10-22,Maria Romero,PLAN 36-60,SANTIAGO DEL ESTERO,66.3,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,488.0,32636000.0
2024-09-14,Juan Romero,FINANCIACION PROPIA,CÓRDOBA CAPITAL,90.5,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,11.0,30098000.0
2024-03-21,Luis Garcia,FINANCIACION PROPIA,BUENOS AIRES,,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,695.0,16563000.0
2024-09-24,Jorge Rodriguez,PLAN 36-60,BUENOS AIRES,76.4,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,VENDIDO,674.0,37182000.0
2025-02-22,Diego Lopez,CONTADO,MENDIOLAZA,,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,39.0,20530000.0
2024-08-22,Juan Lopez,FINANCIACION PROPIA,MENDIOLAZA,21.4,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,26.0,7821000.0
2024-11-06,Carla Garcia,CONTADO,LA PLATA,49.1,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,717.0,23298000.0
2024-12-22,Elena Rodriguez,CONTADO,SANTIAGO DEL ESTERO,52.9,MINIMALISTA,W.F,OBRA GRIS,MADERA,POTABLE,444.0,17862000.0
2024-07-31,Diego Sanchez,FINANCIACION PROPIA,ALTA GRACIA,,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,45.0,11583000.0
2025-07-27,Ana Rodriguez,PLAN 36-60,SANTIAGO DEL ESTERO,49.5,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,418.0,15128000.0
2024-02-18,Pedro Perez,FINANCIACION PROPIA,LA PLATA,72.5,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,723.0,30174000.0
2024-05-06,Elena Garcia,PLAN 36-60,SANTIAGO DEL ESTERO,47.2,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,490.0,15691000.0
2024-08-10,Lucia Rodriguez,NO SABE,MENDIOLAZA,59.8,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,POTABLE,22.0,19269000.0
2024-10-05,Jorge Martinez,,MENDIOLAZA,60.0,AMERICANA,W.F,LLAVE EN MANO,MADERA,VENDIDO,22.0,27393000.0
2025-02-11,Ana Sanchez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,54.8,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,11.0,19827000.0
2025-05-19,Jorge Romero,CONTADO,ALTA GRACIA,40.9,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,59.0,14631000.0
2024-10-20,Maria Romero,CONTADO,MENDIOLAZA,68.2,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,22.0,23581000.0
2024-10-03,Juan Garcia,CONTADO,CÓRDOBA CAPITAL,23.3,AMERICANA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,25.0,10455000.0
2025-03-13,Jorge Gonzalez,FINANCIACION PROPIA,ALTA GRACIA,55.2,MINIMALISTA,E.E,OBRA GRIS,,NO LE INTERESA,57.0,14843000.0
2024-04-16,Lucia Lopez,CONTADO,MENDIOLAZA,82.7,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,29.0,30218000.0
2025-10-19,Luis Gonzalez,PLAN 36-60,ALTA GRACIA,46.1,AMERICANA,E.E,OBRA GRIS,LADRILLO,VENDIDO,42.0,12437000.0
2025-02-23,Pedro Gonzalez,CONTADO,SANTIAGO DEL ESTERO,40.5,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,468.0,19111000.0
2025-09-02,Ana Garcia,CONTADO,CÓRDOBA CAPITAL,69.5,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,23.0,35356000.0
2025-03-04,Jorge Sanchez,PLAN 36-60,ALTA GRACIA,58.3,CABAÑA,S.F,OBRA GRIS,MADERA,VENDIDO,54.0,20324000.0
2025-01-09,Elena Perez,NO SABE,BUENOS AIRES,69.9,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,743.0,36427000.0
2024-03-13,Ana Lopez,CONTADO,ALTA GRACIA,55.8,AMERICANA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,42.0,18578000.0
2025-09-25,Carla Garcia,PLAN 36-60,SANTIAGO DEL ESTERO,20.0,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,VENDIDO,469.0,9292000.0
2024-01-30,Luis Romero,NO SABE,MENDIOLAZA,78.6,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,23.0,25121000.0
2024-07-06,Diego Rodriguez,PLAN 36-60,MENDIOLAZA,96.4,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,33.0,38561000.0
2024-12-29,Elena Garcia,PLAN 36-60,BUENOS AIRES,80.7,CABAÑA,E.E,OBRA GRIS,MADERA,POTABLE,721.0,23494000.0
2025-03-26,Carla Rodriguez,CONTADO,LA PLATA,20.0,MINIMALISTA,S.F,OBRA GRIS,,NO LE INTERESA,726.0,8126000.0
2024-07-13,Lucia Romero,PLAN 36-60,LA PLATA,64.0,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,718.0,32743000.0
2024-06-04,Juan Martinez,CONTADO,MENDIOLAZA,45.7,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,25.0,14238000.0
2024-06-20,Juan Garcia,PLAN 36-60,BUENOS AIRES,33.3,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,702.0,11672000.0
2024-02-10,Ana Martinez,FINANCIACION PROPIA,CARLOS PAZ,57.5,AMERICANA,W.F,OBRA GRIS,LADRILLO,POTABLE,52.0,17716000.0
2024-03-03,Lucia Garcia,PLAN 36-60,CARLOS PAZ,52.0,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,43.0,24649000.0
2024-01-23,Elena Lopez,CONTADO,BUENOS AIRES,65.2,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,VENDIDO,735.0,22124000.0
2024-12-25,Juan Garcia,NO SABE,ALTA GRACIA,56.1,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,39.0,15883000.0
2024-03-15,Elena Martinez,PLAN 36-60,MENDIOLAZA,32.6,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,23.0,8838000.0
2025-07-13,Jorge Sanchez,NO SABE,LA PLATA,43.5,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,734.0,22989000.0
2025-11-02,Lucia Garcia,PLAN 36-60,ALTA GRACIA,40.2,MINIMALISTA,S.F,OBRA GRIS,MADERA,VENDIDO,43.0,13955000.0
2024-04-27,Luis Sanchez,CONTADO,CÓRDOBA CAPITAL,20.7,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,19.0,8485000.0
2025-09-03,Maria Romero,PLAN 36-60,BUENOS AIRES,27.6,CABAÑA,W.F,OBRA GRIS,MADERA,VENDIDO,748.0,9897000.0
2025-01-14,Juan Lopez,PLAN 36-60,BUENOS AIRES,50.8,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,703.0,25038000.0
2025-11-09,Diego Garcia,CONTADO,LA PLATA,83.5,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,762.0,43143000.0
2024-10-16,Maria Rodriguez,PLAN 36-60,LA PLATA,44.3,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,710.0,22926000.0
2025-03-15,Ana Sanchez,PLAN 36-60,LA PLATA,39.9,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,713.0,12103000.0
2025-10-29,Pedro Lopez,PLAN 36-60,BUENOS AIRES,31.4,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,668.0,16152000.0
2024-01-07,Elena Gonzalez,CONTADO,CARLOS PAZ,55.6,MINIMALISTA,E.E,LLAVE EN MANO,,NO LE INTERESA,47.0,21102000.0
2024-07-14,Pedro Lopez,PLAN 36-60,SANTIAGO DEL ESTERO,78.6,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,449.0,30984000.0
2025-02-24,Diego Gonzalez,CONTADO,SANTIAGO DEL ESTERO,95.1,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,419.0,41452000.0
2025-07-21,Ana Martinez,PLAN 36-60,BUENOS AIRES,60.7,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,719.0,28449000.0
2024-07-11,Pedro Sanchez,CONTADO,CARLOS PAZ,57.8,AMERICANA,W.F,LLAVE EN MANO,,POTABLE,44.0,27159000.0
2025-07-12,Ana Perez,CONTADO,MENDIOLAZA,44.1,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,22.0,22281000.0
2024-05-27,Maria Garcia,CONTADO,MENDIOLAZA,47.5,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,36.0,17794000.0
2026-02-25,Pedro Romero,CONTADO,BUENOS AIRES,67.6,CABAÑA,S.F,LLAVE EN MANO,MADERA,POTABLE,737.0,35535000.0
2025-10-30,Maria Romero,PLAN 36-60,BUENOS AIRES,48.7,CABAÑA,E.E,OBRA GRIS,LADRILLO,POTABLE,689.0,14600000.0
2024-07-20,Juan Garcia,NO SABE,CARLOS PAZ,51.8,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,47.0,24666000.0
2025-03-19,Maria Gonzalez,PLAN 36-60,CARLOS PAZ,54.5,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,35.0,21957000.0
2025-02-22,Jorge Gonzalez,PLAN 36-60,MENDIOLAZA,43.2,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,39.0,19187000.0
2025-03-02,Luis Garcia,NO SABE,SANTIAGO DEL ESTERO,53.5,CABAÑA,W.F,LLAVE EN MANO,,NO LE INTERESA,491.0,24241000.0
2025-04-23,Lucia Gonzalez,NO SABE,ALTA GRACIA,20.0,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,46.0,9535000.0
2025-04-19,Carla Garcia,,CARLOS PAZ,66.0,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,36.0,25891000.0
2024-05-05,Elena Gonzalez,CONTADO,ALTA GRACIA,102.0,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,45.0,44177000.0
2025-01-29,Juan Sanchez,PLAN 36-60,ALTA GRACIA,44.0,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,41.0,12735000.0
2025-07-29,Elena Perez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,62.5,AMERICANA,S.F,OBRA GRIS,MADERA,VENDIDO,5.0,21818000.0
2024-11-20,Lucia Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,72.0,AMERICANA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,465.0,23755000.0
2025-01-26,Diego Rodriguez,PLAN 36-60,BUENOS AIRES,80.6,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,664.0,38473000.0
2025-11-18,Luis Martinez,CONTADO,ALTA GRACIA,49.7,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,40.0,25189000.0
2025-09-19,Luis Rodriguez,NO SABE,BUENOS AIRES,20.0,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,732.0,6693000.0
2025-03-15,Jorge Sanchez,PLAN 36-60,BUENOS AIRES,60.3,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,727.0,22062000.0
2024-07-22,Ana Romero,CONTADO,SANTIAGO DEL ESTERO,57.6,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,407.0,29588000.0
2025-04-30,Lucia Romero,CONTADO,SANTIAGO DEL ESTERO,48.1,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,466.0,18699000.0
2024-01-31,Maria Perez,PLAN 36-60,CÓRDOBA CAPITAL,52.3,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,28.0,14490000.0
2025-01-22,Carla Gonzalez,CONTADO,BUENOS AIRES,57.9,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,667.0,21427000.0
2025-09-16,Maria Martinez,CONTADO,MENDIOLAZA,62.2,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,30.0,19994000.0
2025-03-09,Elena Martinez,NO SABE,SANTIAGO DEL ESTERO,61.4,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,473.0,19828000.0
2025-01-10,Diego Gonzalez,CONTADO,ALTA GRACIA,50.6,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,52.0,19513000.0
2024-12-09,Juan Sanchez,PLAN 36-60,MENDIOLAZA,62.7,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,26.0,21545000.0
2025-03-18,Jorge Rodriguez,FINANCIACION PROPIA,MENDIOLAZA,49.3,AMERICANA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,24.0,16693000.0
2025-08-01,Juan Sanchez,PLAN 36-60,LA PLATA,67.8,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,788.0,27277000.0
2024-03-15,Luis Sanchez,CONTADO,ALTA GRACIA,42.5,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,59.0,11635000.0
2025-07-10,Lucia Rodriguez,PLAN 36-60,ALTA GRACIA,,CABAÑA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,54.0,16414000.0
2026-02-10,Ana Rodriguez,CONTADO,SANTIAGO DEL ESTERO,22.5,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,496.0,8551000.0
2025-10-27,Ana Sanchez,CONTADO,ALTA GRACIA,47.6,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,50.0,18629000.0
2024-06-03,Carla Perez,PLAN 36-60,BUENOS AIRES,66.3,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,753.0,31169000.0
2025-03-05,Maria Romero,NO SABE,LA PLATA,34.3,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,779.0,13300000.0
2024-12-28,Ana Martinez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,48.6,AMERICANA,W.F,LLAVE EN MANO,,POTABLE,491.0,22850000.0
2025-03-23,Juan Sanchez,CONTADO,CARLOS PAZ,20.0,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,34.0,8645000.0
2024-08-21,Maria Perez,PLAN 36-60,ALTA GRACIA,27.6,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,55.0,9256000.0
2025-07-16,Pedro Gonzalez,,ALTA GRACIA,32.9,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,40.0,15687000.0
2024-09-18,Luis Lopez,PLAN 36-60,CÓRDOBA CAPITAL,57.0,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,6.0,17982000.0
2024-05-04,Lucia Sanchez,CONTADO,CARLOS PAZ,61.7,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,43.0,23459000.0
2024-09-01,Carla Lopez,FINANCIACION PROPIA,CARLOS PAZ,,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,38.0,15554000.0
2025-06-25,Carla Sanchez,CONTADO,BUENOS AIRES,47.3,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,664.0,22506000.0
2025-04-29,Carla Rodriguez,CONTADO,LA PLATA,,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,808.0,20298000.0
2024-05-01,Carla Garcia,PLAN 36-60,BUENOS AIRES,69.3,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,727.0,25734000.0
2024-05-04,Pedro Sanchez,CONTADO,CARLOS PAZ,59.3,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,53.0,20010000.0
2025-07-02,Ana Martinez,FINANCIACION PROPIA,BUENOS AIRES,48.3,AMERICANA,E.E,OBRA GRIS,,POTABLE,760.0,14373000.0
2024-06-18,Ana Sanchez,NO SABE,BUENOS AIRES,80.9,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,699.0,23718000.0
2024-05-03,Jorge Perez,CONTADO,CÓRDOBA CAPITAL,94.0,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,11.0,45178000.0
2024-02-04,Maria Garcia,CONTADO,LA PLATA,30.1,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,728.0,14232000.0
2024-03-27,Pedro Perez,,BUENOS AIRES,65.5,AMERICANA,S.F,OBRA GRIS,LADRILLO,VENDIDO,712.0,24880000.0
2025-10-07,Ana Garcia,FINANCIACION PROPIA,BUENOS AIRES,116.8,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,721.0,55066000.0
2025-12-08,Jorge Lopez,NO SABE,CARLOS PAZ,60.6,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,42.0,16767000.0
2026-02-24,Carla Romero,CONTADO,LA PLATA,57.3,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,749.0,24210000.0
2024-07-19,Lucia Sanchez,CONTADO,CARLOS PAZ,53.9,CABAÑA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,34.0,17629000.0
2025-01-03,Maria Sanchez,CONTADO,CARLOS PAZ,64.8,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,41.0,27821000.0
2024-03-17,Carla Rodriguez,CONTADO,BUENOS AIRES,70.1,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,669.0,25233000.0
2024-02-28,Maria Martinez,FINANCIACION PROPIA,MENDIOLAZA,30.1,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,42.0,13346000.0
2025-03-06,Ana Romero,CONTADO,CARLOS PAZ,54.5,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,31.0,20807000.0
2025-09-29,Pedro Romero,PLAN 36-60,BUENOS AIRES,20.0,AMERICANA,E.E,OBRA GRIS,,NO LE INTERESA,698.0,6482000.0
2025-05-14,Diego Rodriguez,CONTADO,ALTA GRACIA,50.8,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,POTABLE,38.0,20854000.0
2024-04-18,Pedro Rodriguez,FINANCIACION PROPIA,CARLOS PAZ,,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,49.0,16685000.0
2026-01-05,Jorge Gonzalez,CONTADO,ALTA GRACIA,61.8,CABAÑA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,43.0,20658000.0
2024-10-04,Luis Rodriguez,CONTADO,SANTIAGO DEL ESTERO,21.9,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,411.0,6556000.0
2024-03-08,Pedro Romero,PLAN 36-60,MENDIOLAZA,44.8,MINIMALISTA,W.F,OBRA GRIS,MADERA,VENDIDO,33.0,14004000.0
2024-03-09,Ana Perez,CONTADO,CÓRDOBA CAPITAL,74.3,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,28.0,27060000.0
2024-06-13,Maria Rodriguez,PLAN 36-60,LA PLATA,41.5,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,801.0,21527000.0
2025-05-03,Carla Romero,PLAN 36-60,LA PLATA,20.0,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,735.0,7841000.0
2024-10-31,Diego Martinez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,60.2,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,472.0,19214000.0
2025-11-04,Maria Garcia,PLAN 36-60,CARLOS PAZ,43.3,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,31.0,12677000.0
2024-12-30,Ana Garcia,PLAN 36-60,CÓRDOBA CAPITAL,51.3,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,8.0,22942000.0
2025-01-13,Luis Perez,NO SABE,SANTIAGO DEL ESTERO,40.4,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,450.0,15943000.0
2024-12-08,Diego Martinez,NO SABE,SANTIAGO DEL ESTERO,94.5,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,423.0,47800000.0
2025-07-07,Luis Sanchez,PLAN 36-60,LA PLATA,23.8,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,790.0,12268000.0
2024-12-19,Maria Perez,PLAN 36-60,ALTA GRACIA,111.7,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,58.0,37409000.0
2025-02-19,Diego Perez,PLAN 36-60,ALTA GRACIA,47.2,MINIMALISTA,W.F,LLAVE EN MANO,,POTABLE,35.0,22369000.0
2024-04-18,Carla Gonzalez,CONTADO,CARLOS PAZ,58.7,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,36.0,27038000.0
2025-07-16,Pedro Rodriguez,NO SABE,CARLOS PAZ,43.5,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,41.0,12023000.0
2026-01-31,Lucia Lopez,FINANCIACION PROPIA,BUENOS AIRES,42.7,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,716.0,12576000.0
2025-05-11,Luis Garcia,,BUENOS AIRES,39.3,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,752.0,18642000.0
2024-12-06,Luis Sanchez,CONTADO,SANTIAGO DEL ESTERO,67.0,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,489.0,21684000.0
2025-01-17,Diego Lopez,CONTADO,CARLOS PAZ,26.8,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,46.0,10568000.0
2025-06-16,Diego Gonzalez,CONTADO,ALTA GRACIA,62.3,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,41.0,31451000.0
2024-10-26,Maria Gonzalez,CONTADO,CÓRDOBA CAPITAL,20.0,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,25.0,9198000.0
2024-05-18,Diego Sanchez,PLAN 36-60,LA PLATA,60.5,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,730.0,17919000.0
2024-12-24,Ana Garcia,CONTADO,ALTA GRACIA,72.0,CABAÑA,W.F,OBRA GRIS,LADRILLO,POTABLE,59.0,22386000.0
2025-05-13,Carla Gonzalez,PLAN 36-60,BUENOS AIRES,29.5,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,661.0,13129000.0
2025-01-19,Pedro Lopez,CONTADO,MENDIOLAZA,68.6,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,34.0,32892000.0
2025-08-26,Luis Martinez,CONTADO,CARLOS PAZ,56.0,AMERICANA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,32.0,17678000.0
2024-10-06,Maria Martinez,PLAN 36-60,LA PLATA,87.0,CABAÑA,W.F,LLAVE EN MANO,,POTABLE,751.0,40933000.0
2025-09-28,Diego Perez,FINANCIACION PROPIA,MENDIOLAZA,37.9,AMERICANA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,36.0,13679000.0
2025-04-27,Luis Sanchez,PLAN 36-60,LA PLATA,111.3,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,779.0,38799000.0
2024-04-20,Diego Garcia,PLAN 36-60,SANTIAGO DEL ESTERO,20.0,AMERICANA,W.F,OBRA GRIS,,VENDIDO,479.0,7494000.0
2024-05-18,Ana Gonzalez,PLAN 36-60,CARLOS PAZ,48.4,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,VENDIDO,45.0,16300000.0
2025-03-10,Jorge Gonzalez,CONTADO,SANTIAGO DEL ESTERO,21.0,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,425.0,8812000.0
2025-05-23,Elena Lopez,CONTADO,LA PLATA,92.0,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,799.0,26060000.0
2024-09-29,Ana Gonzalez,CONTADO,SANTIAGO DEL ESTERO,49.8,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,481.0,16899000.0
2024-04-08,Luis Romero,PLAN 36-60,CARLOS PAZ,51.6,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,34.0,17237000.0
2026-02-02,Ana Martinez,PLAN 36-60,ALTA GRACIA,,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,56.0,30441000.0
2024-04-13,Diego Lopez,PLAN 36-60,CÓRDOBA CAPITAL,54.9,AMERICANA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,29.0,23559000.0
2024-08-01,Luis Perez,CONTADO,MENDIOLAZA,43.1,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,36.0,16408000.0
2026-01-30,Carla Martinez,FINANCIACION PROPIA,ALTA GRACIA,29.9,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,42.0,11754000.0
2025-10-25,Carla Perez,CONTADO,LA PLATA,58.4,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,771.0,27190000.0
2026-01-31,Elena Gonzalez,CONTADO,ALTA GRACIA,,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,44.0,17364000.0
2026-02-25,Luis Garcia,CONTADO,SANTIAGO DEL ESTERO,68.9,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,468.0,28628000.0
2024-06-13,Lucia Sanchez,PLAN 36-60,CARLOS PAZ,93.3,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,44.0,46584000.0
2025-06-03,Ana Sanchez,,ALTA GRACIA,20.0,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,58.0,6812000.0
2024-10-10,Lucia Martinez,PLAN 36-60,ALTA GRACIA,53.6,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,50.0,20971000.0
